1543,1418,1492.8,37.67
1589,1417,1485.6,58.62
1574,1370,1450.8,49.37
1571,1370,1430.4,58.8
1562,1370,1416.6,61
1475,1365,1403.6,31.26
1470,1343,1390.33,32.52
1470,1343,1382.05,29.11
1486,1343,1385.5,40.71
1439,1343,1370,28.95
1418,1326,1356.95,22.44
1407,1326,1344,19.89
1455,1326,1338.71,27.22
1455,1326,1347.65,35.23
1393,1326,1331.5,15.73
1391,1326,1334.68,19.44
1387,1326,1335.64,21.16
1387,1326,1329.05,13.29
1362,1326,1328.75,8.68
1352,1326,1328.6,7.8
1396,1326,1333.85,20.08
1326,1326,1326,0
1376,1326,1328.5,10.9
1326,1326,1326,0
1326,1326,1326,0
1326,1326,1326,0
1376,1326,1328.5,10.9
1359,1326,1327.65,7.19
1342,1326,1326.76,3.41
1381,1326,1332.15,16.17
1412,1326,1333.4,22.52
1367,1326,1328.05,8.94
1326,1326,1326,0
1376,1326,1328.86,10.64
1339,1326,1326.62,2.77
1380,1326,1330.18,12.29
1374,1326,1331.35,13.25
1398,1326,1330.62,15.98
1398,1326,1329.6,15.69
1364,1326,1327.9,8.28
1379,1326,1328.9,11.33
1379,1326,1329,11.38
1379,1326,1328.65,11.55
1412,1326,1332.2,20.09
1378,1326,1329.75,12.15
1326,1326,1326,0
1421,1326,1330.75,20.7
1418,1326,1330.6,20.05
1377,1326,1328.43,10.86
1377,1326,1330.27,11.96
1370,1326,1329.75,10.76
1348,1326,1327.5,5.01
1450,1326,1335.1,29.23
1330,1326,1326.2,0.87
1372,1326,1328.19,9.8
1378,1326,1330.9,14.73
1326,1326,1326,0
1330,1326,1326.2,0.87
1451,1326,1332.25,27.24
1326,1326,1326,0
1372,1326,1328.3,10.03
1330,1326,1326.2,0.87
1411,1326,1332.2,19.97
1372,1326,1328.3,10.03
1361,1326,1327.75,7.63
1349,1326,1327.15,5.01
1351,1326,1327.14,5.21
1414,1326,1333.85,23.74
1377,1326,1328.55,11.12
1391,1326,1329.14,13.53
1416,1326,1334.15,24.03
1457,1326,1336.14,29.03
1380,1326,1331.43,14.37
1392,1326,1331.45,17.34
1390,1326,1332.81,17.81
1390,1326,1329.2,13.95
1397,1326,1331.9,18.41
1397,1326,1330.45,15.76
1326,1326,1326,0
1326,1326,1326,0
1409,1326,1330.15,18.09
1361,1326,1327.75,7.63
1392,1326,1329.3,14.38
1434,1326,1331.4,23.54
1326,1326,1326,0
1356,1326,1327.5,6.54
1326,1326,1326,0
1396,1326,1335.95,21.88
1392,1326,1330.25,14.76
1381,1326,1328.75,11.99
1449,1326,1336.15,31.2
1414,1326,1330,18.33
1326,1326,1326,0
1326,1326,1326,0
1326,1326,1326,0
1417,1326,1336.75,24.33
1363,1326,1328.8,8.87
1406,1326,1332.05,18.12
1410,1326,1331.85,19.31
1326,1326,1326,0
1326,1326,1326,0
1361,1326,1328.86,8.94
1361,1326,1329.15,8.79
1351,1326,1329.1,6.71
1395,1326,1331.8,15.76
1355,1326,1328.4,7.37
1326,1326,1326,0
1427,1326,1333.1,23.32
1369,1326,1330.5,11.6
1428,1326,1331.1,22.23
1326,1326,1326,0
1411,1326,1330.4,18.5
1369,1326,1328.15,9.37
1447,1326,1333.7,26.97
1397,1326,1332.75,19.02
1394,1326,1331.25,15.71
1411,1326,1335.8,23.01
1397,1326,1332.85,19.28
1335,1326,1327.35,3.21
1419,1326,1330.65,20.27
1414,1326,1337.75,26.39
1341,1326,1326.75,3.27
1376,1326,1328.55,10.89
1386,1326,1329,13.08
1352,1326,1327.3,5.67
1359,1326,1327.65,7.19
1355,1326,1327.45,6.32
1351,1326,1327.14,5.21
1396,1326,1330.5,15.64
1381,1326,1331.25,13.94
1361,1326,1327.9,7.62
1354,1326,1327.4,6.1
1376,1326,1330.75,12.6
1395,1326,1329.45,15.04
1377,1326,1331.05,12.94
1349,1326,1328.3,6.9
1326,1326,1326,0
1414,1326,1336.65,24.37
1341,1326,1327.95,4.84
1341,1326,1326.75,3.27
1402,1326,1330.95,17.05
1419,1326,1334.62,26.58
1419,1326,1333.9,21.97
1418,1324,1336.95,24.73
1418,1324,1338.57,27.58
1418,1324,1343.2,29.35
1379,1324,1333.45,18.03
1451,1324,1335.3,28.13
1438,1309,1331.45,25.24
1415,1309,1335.3,22.71
1363,1309,1327.75,9.77
1377,1309,1332.25,17.13
1364,1309,1331.3,13.93
1365,1309,1328.95,12.66
1363,1309,1325.81,12.2
1449,1309,1328.35,30.75
1418,1309,1329.4,24.74
1418,1309,1327.7,22.71
1429,1309,1331.81,26.58
1429,1309,1331.05,26.64
1429,1309,1342.7,34.17
1385,1309,1326.76,18.08
1411,1309,1335.1,24.59
1377,1309,1331.18,16.69
1401,1309,1333.1,22.97
1377,1309,1323.7,17.97
1357,1309,1323.75,15.02
1371,1309,1316.95,15.09
1320,1309,1310.65,3.93
1384,1309,1317.55,21.06
1342,1309,1311.35,7.66
1367,1309,1312.9,13.15
1443,1309,1317.18,29.08
1444,1309,1319.45,30.77
1401,1309,1320.55,24.41
1423,1309,1322,28.12
1337,1309,1314.3,9.62
1385,1309,1322.2,24.99
1333,1309,1313.36,8.13
1428,1309,1324.23,32.14
1388,1309,1319.1,24.14
1388,1309,1316,20.4
1366,1309,1314.25,15
1364,1309,1312.35,11.98
1428,1309,1320.05,28.47
1380,1309,1329.85,26.26
1350,1309,1311.25,8.91
1378,1309,1315,17.69
1405,1309,1315.55,21.35
1358,1309,1313.9,13.8
1472,1297,1326.7,41.82
1312,1297,1305.65,5.71
1318,1297,1301.62,6.79
1318,1297,1301.1,7.38
1309,1297,1297.57,2.56
1419,1297,1308.6,32.28
1390,1297,1302.85,20.31
1337,1297,1300.65,9.79
1346,1297,1300.95,12.61
1424,1297,1314.57,35.51
1424,1297,1305.3,28.52
1297,1297,1297,0
1388,1297,1306.9,24.66
1337,1297,1299.52,8.82
1397,1297,1310.3,26.27
1378,1297,1306.35,21.22
1371,1297,1303.5,18.32
1381,1297,1309.9,25.79
1424,1297,1310.59,28.03
1405,1297,1306.27,24.36
1341,1297,1304.91,13.38
1385,1297,1310.15,23.36
1356,1297,1306.77,15.72
1323,1297,1309,12.73
1336,1297,1304.05,14.18
1450,1297,1311.81,42.42
1450,1297,1317.2,37.74
1393,1297,1303,20.85
1335,1297,1300.85,9.36
1380,1297,1304.2,19.04
1362,1297,1309,21.95
1357,1297,1304.05,15.22
1297,1297,1297,0
1341,1297,1300.14,10.26
1399,1297,1303.64,22.73
1408,1297,1312.75,33.96
1371,1297,1301.05,16.12
1410,1297,1307.4,27.52
1348,1297,1307.9,15.49
1350,1297,1303.65,13.02
1438,1297,1310.5,37.88
1316,1297,1298.9,5.7
1410,1297,1302.65,24.63
1377,1297,1304.95,20.9
1321,1297,1298.55,5.31
1371,1297,1304.35,18.68
1365,1297,1312.75,26.72
1324,1297,1300.76,7.87
1410,1297,1311.1,27.29
1355,1297,1307.3,15.96
1344,1297,1303.6,11.8
1408,1297,1314.95,31.7
1349,1297,1300.1,11.25
1299,1297,1297.57,0.9
1299,1297,1297.1,0.43
1419,1297,1306.1,28.81
1374,1297,1301.25,16.71
1371,1297,1303.35,18.56
1353,1297,1300.1,12.16
1334,1297,1300.35,9.56
1385,1297,1301.4,19.18
1384,1297,1301.35,18.96
1328,1297,1298.55,6.76
1367,1297,1301.8,15.99
1398,1297,1306.75,27.93
1430,1297,1315.3,37.6
1469,1297,1322.1,44.68
1350,1297,1306.4,18.87
1393,1297,1303,21.3
1297,1297,1297,0
1341,1297,1299.2,9.59
1468,1297,1312.36,41.79
1395,1297,1305.1,24.89
1371,1297,1300.36,15.41
1343,1297,1301.29,13.21
1404,1297,1305.18,24.14
1343,1297,1299.3,10.03
1361,1297,1300.2,13.95
1333,1297,1298.8,7.85
1339,1297,1299.1,9.15
1446,1297,1308.5,36.14
1372,1297,1306.25,22.32
1348,1297,1303.4,15.26
1336,1297,1300.15,8.98
1377,1297,1303.6,19
1395,1297,1305.55,23.97
1347,1297,1302.3,13.3
1395,1297,1303.5,22.12
1331,1297,1298.7,7.41
1394,1297,1301.85,21.14
1324,1297,1298.55,5.9
1297,1297,1297,0
