0,1510
0,1447
0,1451
0,1453
0,1458
0,1460
0,1465
0,1486
0,1487
0,1491
0,1494
0,1499
0,1509
0,1515
0,1522
0,1525
0,1528
0,1538
0,1543
0,1549
1,1411
1,1419
1,1420
1,1425
1,1425
1,1428
1,1432
1,1443
1,1448
1,1450
1,1452
1,1477
1,1481
1,1484
1,1486
1,1487
1,1493
1,1519
1,1521
1,1532
2,1388
2,1398
2,1407
2,1411
2,1419
2,1419
2,1420
2,1430
2,1441
2,1442
2,1442
2,1443
2,1449
2,1465
2,1468
2,1470
2,1477
2,1486
2,1487
2,1514
3,1360
3,1370
3,1377
3,1411
3,1419
3,1424
3,1428
3,1433
3,1440
3,1441
3,1443
3,1450
3,1454
3,1454
3,1459
3,1474
3,1478
3,1487
3,1514
3,1531
4,1367
4,1369
4,1370
4,1370
4,1373
4,1377
4,1382
4,1387
4,1388
4,1399
4,1428
4,1433
4,1443
4,1448
4,1473
4,1475
4,1476
4,1488
4,1520
4,1524
5,1367
5,1367
5,1369
5,1370
5,1373
5,1382
5,1382
5,1392
5,1392
5,1394
5,1404
5,1407
5,1475
5,1476
5,1476
5,1496
5,1502
5,1516
5,1520
5,1524
6,1328
6,1361
6,1367
6,1369
6,1371
6,1371
6,1373
6,1374
6,1377
6,1382
6,1392
6,1404
6,1407
6,1409
6,1425
6,1460
6,1463
6,1496
6,1501
6,1502
7,1324
7,1328
7,1351
7,1359
7,1361
7,1367
7,1367
7,1373
7,1374
7,1377
7,1382
7,1382
7,1397
7,1407
7,1418
7,1429
7,1435
7,1436
7,1460
7,1468
8,1324
8,1330
8,1332
8,1339
8,1346
8,1351
8,1358
8,1367
8,1374
8,1389
8,1393
8,1393
8,1396
8,1402
8,1407
8,1409
8,1418
8,1419
8,1425
8,1435
9,1324
9,1324
9,1330
9,1335
9,1347
9,1355
9,1359
9,1364
9,1367
9,1370
9,1371
9,1384
9,1408
9,1409
9,1409
9,1418
9,1420
9,1435
9,1441
9,1447
10,1324
10,1328
10,1330
10,1330
10,1350
10,1357
10,1367
10,1367
10,1370
10,1370
10,1371
10,1384
10,1386
10,1398
10,1405
10,1418
10,1435
10,1441
10,1452
10,1496
11,1322
11,1324
11,1328
11,1330
11,1357
11,1364
11,1367
11,1367
11,1367
11,1370
11,1384
11,1395
11,1398
11,1399
11,1406
11,1416
11,1423
11,1452
11,1462
11,1462
12,1322
12,1324
12,1328
12,1330
12,1330
12,1357
12,1359
12,1364
12,1364
12,1364
12,1392
12,1397
12,1398
12,1399
12,1408
12,1416
12,1416
12,1416
12,1418
12,1462
13,1322
13,1322
13,1322
13,1328
13,1330
13,1339
13,1343
13,1358
13,1364
13,1364
13,1364
13,1364
13,1368
13,1369
13,1380
13,1392
13,1416
13,1416
13,1438
13,1458
14,1322
14,1322
14,1322
14,1322
14,1330
14,1330
14,1339
14,1343
14,1363
14,1364
14,1364
14,1364
14,1364
14,1364
14,1364
14,1364
14,1369
14,1392
14,1438
14,1440
15,1322
15,1322
15,1328
15,1330
15,1333
15,1339
15,1343
15,1343
15,1364
15,1364
15,1364
15,1364
15,1364
15,1364
15,1364
15,1369
15,1407
15,1440
15,1483
15,1485
16,1322
16,1322
16,1322
16,1328
16,1328
16,1328
16,1330
16,1330
16,1344
16,1351
16,1364
16,1364
16,1364
16,1364
16,1364
16,1364
16,1364
16,1364
16,1411
16,1483
17,1322
17,1322
17,1322
17,1322
17,1326
17,1328
17,1328
17,1328
17,1328
17,1330
17,1330
17,1351
17,1351
17,1351
17,1364
17,1364
17,1364
17,1364
17,1364
17,1364
18,1322
18,1322
18,1322
18,1322
18,1324
18,1326
18,1328
18,1328
18,1328
18,1328
18,1328
18,1328
18,1328
18,1330
18,1334
18,1335
18,1344
18,1346
18,1351
18,1364
19,1322
19,1322
19,1322
19,1322
19,1322
19,1322
19,1326
19,1326
19,1328
19,1328
19,1328
19,1328
19,1328
19,1328
19,1330
19,1336
19,1336
19,1339
19,1344
19,1355
20,1322
20,1322
20,1322
20,1322
20,1322
20,1322
20,1322
20,1322
20,1328
20,1328
20,1330
20,1335
20,1336
20,1336
20,1336
20,1351
20,1359
20,1369
20,1378
20,1414
21,1322
21,1322
21,1322
21,1322
21,1322
21,1322
21,1322
21,1322
21,1322
21,1322
21,1328
21,1328
21,1328
21,1328
21,1330
21,1330
21,1336
21,1336
21,1353
21,1369
22,1322
22,1322
22,1322
22,1322
